#SUBMITTED ID	FBID_KEY	CLASSICAL_ALLELES	GENE_MODEL_STATUS	SPECIES	SYMBOL
l(2)31Bc	FBgn0014215	l(2)31Bc[unspecified]	Unannotated	melanogaster	l(2)31Bc
l(2)31Ca	FBgn0014216	l(2)31Ca[unspecified]	Unannotated	melanogaster	l(2)31Ca
l(2)31Cb	FBgn0014217	l(2)31Cb[unspecified]	Unannotated	melanogaster	l(2)31Cb
l(2)31Da	FBgn0014218	l(2)31Da[unspecified]	Unannotated	melanogaster	l(2)31Da
l(2)31Db	FBgn0014219	l(2)31Db[unspecified]	Unannotated	melanogaster	l(2)31Db
l(2)31Eb	FBgn0014223	l(2)31Eb[unspecified]	Unannotated	melanogaster	l(2)31Eb
l(2)31Ec	FBgn0014224	l(2)31Ec[unspecified]	Unannotated	melanogaster	l(2)31Ec
l(2)31Ed	FBgn0014225	l(2)31Ed[unspecified]	Unannotated	melanogaster	l(2)31Ed
l(2)31Ee	FBgn0014226	l(2)31Ee[unspecified]	Unannotated	melanogaster	l(2)31Ee
l(2)31Ef	FBgn0014227	l(2)31Ef[E1-19] <newline> l(2)31Ef[G78] <newline> l(2)31Ef[unspecified]	Unannotated	melanogaster	l(2)31Ef
l(2)31Eg	FBgn0014228	l(2)31Eg[unspecified]	Unannotated	melanogaster	l(2)31Eg
l(2)31Ej	FBgn0014229	l(2)31Ej[unspecified]	Unannotated	melanogaster	l(2)31Ej
l(2)31En	FBgn0014231	l(2)31En[unspecified]	Unannotated	melanogaster	l(2)31En
l(2)31Eo	FBgn0014232	l(2)31Eo[unspecified]	Unannotated	melanogaster	l(2)31Eo
l(2)31Ep	FBgn0014233	l(2)31Ep[unspecified]	Unannotated	melanogaster	l(2)31Ep
l(2)31Eq	FBgn0014234	l(2)31Eq[unspecified]	Unannotated	melanogaster	l(2)31Eq
l(2)31Er	FBgn0014235	l(2)31Er[unspecified]	Unannotated	melanogaster	l(2)31Er
l(2)31Es	FBgn0014236	l(2)31Es[unspecified]	Unannotated	melanogaster	l(2)31Es
l(2)31Et	FBgn0014237	l(2)31Et[unspecified]	Unannotated	melanogaster	l(2)31Et
l(2)31Eu	FBgn0014238	l(2)31Eu[unspecified]	Unannotated	melanogaster	l(2)31Eu
l(2)31Fa	FBgn0014239	l(2)31Fa[unspecified]	Unannotated	melanogaster	l(2)31Fa
l(2)32Aa	FBgn0014240	l(2)32Aa[unspecified]	Unannotated	melanogaster	l(2)32Aa
l(2)32Ab	FBgn0014241	l(2)32Ab[unspecified]	Unannotated	melanogaster	l(2)32Ab
l(2)32Ac	FBgn0014242	l(2)32Ac[unspecified]	Unannotated	melanogaster	l(2)32Ac
l(2)32Ad	FBgn0014243	l(2)32Ad[unspecified]	Unannotated	melanogaster	l(2)32Ad
l(2)32Ae	FBgn0014244	l(2)32Ae[unspecified]	Unannotated	melanogaster	l(2)32Ae
l(2)32Af	FBgn0014245	l(2)32Af[unspecified]	Unannotated	melanogaster	l(2)32Af
l(2)32e	FBgn0027196	l(2)32e[1]	Unannotated	melanogaster	l(2)32e
l(2)34Db	FBgn0001959	l(2)34Db[06311] <newline> l(2)34Db[1] <newline> l(2)34Db[10] <newline> l(2)34Db[11] <newline> l(2)34Db[12] <newline> l(2)34Db[2] <newline> l(2)34Db[3] <newline> l(2)34Db[4] <newline> l(2)34Db[5] <newline> l(2)34Db[6] <newline> l(2)34Db[7] <newline> l(2)34Db[8] <newline> l(2)34Db[9] <newline> l(2)34Db[91l9] <newline> l(2)34Db[AS1] <newline> l(2)34Db[b89e80b] <newline> l(2)34Db[tsh3]	Unannotated	melanogaster	l(2)34Db
l(2)34Dh	FBgn0259981	l(2)34Dh[Z2321]	Unannotated	melanogaster	l(2)34Dh
l(2)34Fc	FBgn0261534	l(2)34Fc[1] <newline> l(2)34Fc[5] <newline> l(2)34Fc[3] <newline> l(2)34Fc[10] <newline> l(2)34Fc[7] <newline> l(2)34Fc[8] <newline> l(2)34Fc[4] <newline> l(2)34Fc[GT10] <newline> l(2)34Fc[OK9] <newline> l(2)34Fc[6] <newline> l(2)34Fc[2] <newline> l(2)34Fc[9] <newline> l(2)34Fc[MB05436] <newline> l(2)34Fc[e01905] <newline> l(2)34Fc[G18904]	Current	melanogaster	l(2)34Fc
l(2)34Fd	FBgn0261535	l(2)34Fd[8] <newline> l(2)34Fd[2] <newline> l(2)34Fd[4] <newline> l(2)34Fd[3] <newline> l(2)34Fd[9] <newline> l(2)34Fd[6] <newline> l(2)34Fd[5] <newline> l(2)34Fd[CH35] <newline> l(2)34Fd[1] <newline> l(2)34Fd[7]	Current	melanogaster	l(2)34Fd
l(2)35Ab	FBgn0013532	l(2)35Ab[1]	Unannotated	melanogaster	l(2)35Ab
l(2)35Bd	FBgn0001974	l(2)35Bd[1] <newline> l(2)35Bd[10408] <newline> l(2)35Bd[2] <newline> l(2)35Bd[3] <newline> l(2)35Bd[4] <newline> l(2)35Bd[5] <newline> l(2)35Bd[6] <newline> l(2)35Bd[Ctx] <newline> l(2)35Bd[EY01312] <newline> l(2)35Bd[EY08266]	Current	melanogaster	l(2)35Bd
l(2)35Be	FBgn0261881	l(2)35Be[4] <newline> l(2)35Be[6] <newline> l(2)35Be[5] <newline> l(2)35Be[7] <newline> l(2)35Be[1] <newline> l(2)35Be[2] <newline> l(2)35Be[3] <newline> l(2)35Be[CPTI000130]	Current	melanogaster	l(2)35Be
l(2)35Cc	FBgn0259982	l(2)35Cc[KG01622] <newline> l(2)35Cc[f03621]	Current	melanogaster	l(2)35Cc
l(2)35De	FBgn0001985	l(2)35De[1] <newline> l(2)35De[AS64] <newline> l(2)35De[unspecified]	Unannotated	melanogaster	l(2)35De
l(2)35Fg	FBgn0015959	l(2)35Fg[k08106-rv15] <newline> l(2)35Fg[k08106-rv6] <newline> l(2)35Fg[k08106a] <newline> l(2)35Fg[Z2416]	Unannotated	melanogaster	l(2)35Fg
l(2)36Aa	FBgn0001997	l(2)36Aa[1]	Unannotated	melanogaster	l(2)36Aa
l(2)36Ab	FBgn0001998	l(2)36Ab[1] <newline> l(2)36Ab[2] <newline> l(2)36Ab[3]	Unannotated	melanogaster	l(2)36Ab
l(2)36Ac	FBgn0001999	l(2)36Ac[1] <newline> l(2)36Ac[2]	Unannotated	melanogaster	l(2)36Ac
l(2)36Ad	FBgn0002000	l(2)36Ad[1] <newline> l(2)36Ad[2]	Unannotated	melanogaster	l(2)36Ad
l(2)36Ba	FBgn0002002	l(2)36Ba[01433] <newline> l(2)36Ba[1] <newline> l(2)36Ba[2] <newline> l(2)36Ba[3]	Unannotated	melanogaster	l(2)36Ba
l(2)36Bb	FBgn0002003	l(2)36Bb[1] <newline> l(2)36Bb[2] <newline> l(2)36Bb[3] <newline> l(2)36Bb[4] <newline> l(2)36Bb[5] <newline> l(2)36Bb[6] <newline> l(2)36Bb[7]	Unannotated	melanogaster	l(2)36Bb
l(2)36Bc	FBgn0002004	l(2)36Bc[1]	Unannotated	melanogaster	l(2)36Bc
l(2)36Bd	FBgn0002005	l(2)36Bd[1] <newline> l(2)36Bd[2] <newline> l(2)36Bd[3] <newline> l(2)36Bd[4] <newline> l(2)36Bd[5] <newline> l(2)36Bd[6] <newline> l(2)36Bd[7] <newline> l(2)36Bd[8] <newline> l(2)36Bd[9]	Unannotated	melanogaster	l(2)36Bd
l(2)36Ca	FBgn0002006	l(2)36Ca[1] <newline> l(2)36Ca[2] <newline> l(2)36Ca[3] <newline> l(2)36Ca[4] <newline> l(2)36Ca[5]	Unannotated	melanogaster	l(2)36Ca
l(2)36Fb	FBgn0002009	l(2)36Fb[1] <newline> l(2)36Fb[2] <newline> l(2)36Fb[3] <newline> l(2)36Fb[4]	Unannotated	melanogaster	l(2)36Fb
l(2)36Fc	FBgn0002010	l(2)36Fc[1] <newline> l(2)36Fc[2]	Unannotated	melanogaster	l(2)36Fc
l(2)36Fd	FBgn0002011	l(2)36Fd[1]	Unannotated	melanogaster	l(2)36Fd
l(2)36Fe	FBgn0002012	l(2)36Fe[1]	Unannotated	melanogaster	l(2)36Fe
l(2)36Ff	FBgn0002013	l(2)36Ff[1] <newline> l(2)36Ff[2]	Unannotated	melanogaster	l(2)36Ff
l(2)36Fg	FBgn0002014	l(2)36Fg[1]	Unannotated	melanogaster	l(2)36Fg
l(2)36Fh	FBgn0002015	l(2)36Fh[1]	Unannotated	melanogaster	l(2)36Fh
l(2)36Fi	FBgn0002016	l(2)36Fi[1]	Unannotated	melanogaster	l(2)36Fi
l(2)37Ab	FBgn0002018	l(2)37Ab[1]	Unannotated	melanogaster	l(2)37Ab
l(2)37Ac	FBgn0002019	l(2)37Ac[1]	Unannotated	melanogaster	l(2)37Ac
l(2)37Ad	FBgn0025775	l(2)37Ad[02660b]	Unannotated	melanogaster	l(2)37Ad
l(2)37Bb	FBgn0002021	l(2)37Bb[1] <newline> l(2)37Bb[10] <newline> l(2)37Bb[11] <newline> l(2)37Bb[2] <newline> l(2)37Bb[3] <newline> l(2)37Bb[4] <newline> l(2)37Bb[5] <newline> l(2)37Bb[6] <newline> l(2)37Bb[7] <newline> l(2)37Bb[8] <newline> l(2)37Bb[9]	Current	melanogaster	l(2)37Bb
l(2)37Bi	FBgn0002027	l(2)37Bi[1] <newline> l(2)37Bi[2] <newline> l(2)37Bi[3]	Unannotated	melanogaster	l(2)37Bi
l(2)37Bj	FBgn0002028	l(2)37Bj[1]	Unannotated	melanogaster	l(2)37Bj
l(2)37CDa	FBgn0015456	l(2)37CDa[E142M]	Unannotated	melanogaster	l(2)37CDa
l(2)37CDb	FBgn0015457	l(2)37CDb[E137]	Unannotated	melanogaster	l(2)37CDb
l(2)37CDc	FBgn0015458	l(2)37CDc[E151]	Unannotated	melanogaster	l(2)37CDc
l(2)37CDd	FBgn0015459	l(2)37CDd[E2]	Unannotated	melanogaster	l(2)37CDd
l(2)37CDe	FBgn0015460	l(2)37CDe[E107]	Unannotated	melanogaster	l(2)37CDe
l(2)37CDf	FBgn0015461	l(2)37CDf[E27]	Unannotated	melanogaster	l(2)37CDf
l(2)37Cb	FBgn0086444	l(2)37Cb[1] <newline> l(2)37Cb[10] <newline> l(2)37Cb[11] <newline> l(2)37Cb[12] <newline> l(2)37Cb[13] <newline> l(2)37Cb[14] <newline> l(2)37Cb[15] <newline> l(2)37Cb[16] <newline> l(2)37Cb[17] <newline> l(2)37Cb[18] <newline> l(2)37Cb[19] <newline> l(2)37Cb[2] <newline> l(2)37Cb[20] <newline> l(2)37Cb[21] <newline> l(2)37Cb[22] <newline> l(2)37Cb[23] <newline> l(2)37Cb[24] <newline> l(2)37Cb[25] <newline> l(2)37Cb[26] <newline> l(2)37Cb[27] <newline> l(2)37Cb[28] <newline> l(2)37Cb[29] <newline> l(2)37Cb[3] <newline> l(2)37Cb[30] <newline> l(2)37Cb[4] <newline> l(2)37Cb[5] <newline> l(2)37Cb[6] <newline> l(2)37Cb[7] <newline> l(2)37Cb[8] <newline> l(2)37Cb[9] <newline> l(2)37Cb[ts1] <newline> l(2)37Cb[ts2] <newline> l(2)37Cb[BG01776] <newline> l(2)37Cb[EY01114]	Current	melanogaster	l(2)37Cb
l(2)37Cc	FBgn0002031	l(2)37Cc[1] <newline> l(2)37Cc[10] <newline> l(2)37Cc[11] <newline> l(2)37Cc[12] <newline> l(2)37Cc[13] <newline> l(2)37Cc[14] <newline> l(2)37Cc[15] <newline> l(2)37Cc[16] <newline> l(2)37Cc[17] <newline> l(2)37Cc[18] <newline> l(2)37Cc[19] <newline> l(2)37Cc[2] <newline> l(2)37Cc[20] <newline> l(2)37Cc[21] <newline> l(2)37Cc[22] <newline> l(2)37Cc[23] <newline> l(2)37Cc[3] <newline> l(2)37Cc[4] <newline> l(2)37Cc[5] <newline> l(2)37Cc[6] <newline> l(2)37Cc[7] <newline> l(2)37Cc[8] <newline> l(2)37Cc[9] <newline> l(2)37Cc[VA18] <newline> l(2)37Cc[fs1] <newline> l(2)37Cc[ts1] <newline> l(2)37Cc[ts2] <newline> l(2)37Cc[ts3] <newline> l(2)37Cc[Z2-4450] <newline> l(2)37Cc[Z2-5051] <newline> l(2)37Cc[C283]	Current	melanogaster	l(2)37Cc
l(2)37Cd	FBgn0086445	l(2)37Cd[1] <newline> l(2)37Cd[10] <newline> l(2)37Cd[2] <newline> l(2)37Cd[3] <newline> l(2)37Cd[4] <newline> l(2)37Cd[5] <newline> l(2)37Cd[6] <newline> l(2)37Cd[7] <newline> l(2)37Cd[8] <newline> l(2)37Cd[9] <newline> l(2)37Cd[ts1] <newline> l(2)37Cd[KG04199]	Current	melanogaster	l(2)37Cd
l(2)37Cg	FBgn0086447	l(2)37Cg[1] <newline> l(2)37Cg[2] <newline> l(2)37Cg[3] <newline> l(2)37Cg[ts1] <newline> l(2)37Cg[GS5167]	Current	melanogaster	l(2)37Cg
l(2)37Cn	FBgn0015462	l(2)37Cn[E68]	Unannotated	melanogaster	l(2)37Cn
l(2)37Da	FBgn0002037	l(2)37Da[1] <newline> l(2)37Da[2] <newline> l(2)37Da[3] <newline> l(2)37Da[4] <newline> l(2)37Da[5] <newline> l(2)37Da[6]	Unannotated	melanogaster	l(2)37Da
l(2)37Db	FBgn0002038	l(2)37Db[1] <newline> l(2)37Db[10] <newline> l(2)37Db[11] <newline> l(2)37Db[12] <newline> l(2)37Db[13] <newline> l(2)37Db[14] <newline> l(2)37Db[15] <newline> l(2)37Db[16] <newline> l(2)37Db[17] <newline> l(2)37Db[18] <newline> l(2)37Db[19] <newline> l(2)37Db[2] <newline> l(2)37Db[3] <newline> l(2)37Db[4] <newline> l(2)37Db[5] <newline> l(2)37Db[6] <newline> l(2)37Db[7] <newline> l(2)37Db[8] <newline> l(2)37Db[9] <newline> l(2)37Db[k16106]	Unannotated	melanogaster	l(2)37Db
l(2)37Dc	FBgn0002039	l(2)37Dc[1] <newline> l(2)37Dc[10] <newline> l(2)37Dc[11] <newline> l(2)37Dc[2] <newline> l(2)37Dc[3] <newline> l(2)37Dc[4] <newline> l(2)37Dc[5] <newline> l(2)37Dc[6] <newline> l(2)37Dc[7] <newline> l(2)37Dc[8] <newline> l(2)37Dc[9]	Unannotated	melanogaster	l(2)37Dc
l(2)37De	FBgn0002041	l(2)37De[1] <newline> l(2)37De[10] <newline> l(2)37De[11] <newline> l(2)37De[12] <newline> l(2)37De[13] <newline> l(2)37De[14] <newline> l(2)37De[15] <newline> l(2)37De[16] <newline> l(2)37De[17] <newline> l(2)37De[18] <newline> l(2)37De[19] <newline> l(2)37De[2] <newline> l(2)37De[20] <newline> l(2)37De[21] <newline> l(2)37De[22] <newline> l(2)37De[23] <newline> l(2)37De[24] <newline> l(2)37De[25] <newline> l(2)37De[26] <newline> l(2)37De[27] <newline> l(2)37De[28] <newline> l(2)37De[29] <newline> l(2)37De[3] <newline> l(2)37De[30] <newline> l(2)37De[31] <newline> l(2)37De[32] <newline> l(2)37De[33] <newline> l(2)37De[34] <newline> l(2)37De[35] <newline> l(2)37De[36] <newline> l(2)37De[37] <newline> l(2)37De[38] <newline> l(2)37De[39] <newline> l(2)37De[4] <newline> l(2)37De[40] <newline> l(2)37De[41] <newline> l(2)37De[42] <newline> l(2)37De[5] <newline> l(2)37De[6] <newline> l(2)37De[7] <newline> l(2)37De[8] <newline> l(2)37De[9]	Unannotated	melanogaster	l(2)37De
l(2)37Dg	FBgn0002043	l(2)37Dg[1] <newline> l(2)37Dg[2]	Unannotated	melanogaster	l(2)37Dg
l(2)37Di	FBgn0002045	l(2)37Di[1] <newline> l(2)37Di[10] <newline> l(2)37Di[11] <newline> l(2)37Di[12] <newline> l(2)37Di[13] <newline> l(2)37Di[14] <newline> l(2)37Di[15] <newline> l(2)37Di[16] <newline> l(2)37Di[2] <newline> l(2)37Di[3] <newline> l(2)37Di[4] <newline> l(2)37Di[5] <newline> l(2)37Di[6] <newline> l(2)37Di[7] <newline> l(2)37Di[8] <newline> l(2)37Di[9]	Unannotated	melanogaster	l(2)37Di
l(2)37Dj	FBgn0002046	l(2)37Dj[1] <newline> l(2)37Dj[2] <newline> l(2)37Dj[3] <newline> l(2)37Dj[4] <newline> l(2)37Dj[5] <newline> l(2)37Dj[6] <newline> l(2)37Dj[7]	Unannotated	melanogaster	l(2)37Dj
l(2)37Dk	FBgn0015463	l(2)37Dk[E144M]	Unannotated	melanogaster	l(2)37Dk
l(2)37Dl	FBgn0015464	l(2)37Dl[E34]	Unannotated	melanogaster	l(2)37Dl
l(2)37Dm	FBgn0015465	l(2)37Dm[E12]	Unannotated	melanogaster	l(2)37Dm
l(2)37Ea	FBgn0002047	l(2)37Ea[1] <newline> l(2)37Ea[2] <newline> l(2)37Ea[3] <newline> l(2)37Ea[4] <newline> l(2)37Ea[5] <newline> l(2)37Ea[6] <newline> l(2)37Ea[7]	Unannotated	melanogaster	l(2)37Ea
l(2)37Fb	FBgn0002049	l(2)37Fb[1] <newline> l(2)37Fb[2] <newline> l(2)37Fb[3] <newline> l(2)37Fb[4] <newline> l(2)37Fb[5] <newline> l(2)37Fb[6] <newline> l(2)37Fb[7] <newline> l(2)37Fb[8] <newline> l(2)37Fb[9]	Unannotated	melanogaster	l(2)37Fb
l(2)37Fc	FBgn0002050	l(2)37Fc[1] <newline> l(2)37Fc[2] <newline> l(2)37Fc[3] <newline> l(2)37Fc[4] <newline> l(2)37Fc[5] <newline> l(2)37Fc[6]	Unannotated	melanogaster	l(2)37Fc
l(2)37Fd	FBgn0002051	l(2)37Fd[1] <newline> l(2)37Fd[2] <newline> l(2)37Fd[3] <newline> l(2)37Fd[4]	Unannotated	melanogaster	l(2)37Fd
l(2)37Fe	FBgn0002052	l(2)37Fe[1]	Unannotated	melanogaster	l(2)37Fe
l(2)37Fg	FBgn0002054	l(2)37Fg[1]	Unannotated	melanogaster	l(2)37Fg
l(2)37Fh	FBgn0005521	l(2)37Fh[1] <newline> l(2)37Fh[2]	Unannotated	melanogaster	l(2)37Fh
l(2)38Aa	FBgn0002055	l(2)38Aa[1]	Unannotated	melanogaster	l(2)38Aa
l(2)38Ab	FBgn0002056	l(2)38Ab[1]	Unannotated	melanogaster	l(2)38Ab
l(2)38Da	FBgn0025175	l(2)38Da[64]	Unannotated	melanogaster	l(2)38Da
l(2)38Db	FBgn0025174	l(2)38Db[52]	Unannotated	melanogaster	l(2)38Db
l(2)38Dc	FBgn0025173	l(2)38Dc[44] <newline> l(2)38Dc[53]	Unannotated	melanogaster	l(2)38Dc
l(2)38Dd	FBgn0025172	l(2)38Dd[62] <newline> l(2)38Dd[65] <newline> l(2)38Dd[67]	Unannotated	melanogaster	l(2)38Dd
l(2)38De	FBgn0025171	l(2)38De[45] <newline> l(2)38De[48]	Unannotated	melanogaster	l(2)38De
l(2)38EFb	FBgn0025169	l(2)38EFb[8]	Unannotated	melanogaster	l(2)38EFb
l(2)38EFc	FBgn0025168	l(2)38EFc[9]	Unannotated	melanogaster	l(2)38EFc
l(2)38EFd	FBgn0010579	l(2)38EFd[04530] <newline> l(2)38EFd[15]	Unannotated	melanogaster	l(2)38EFd
l(2)38EFe	FBgn0025166	l(2)38EFe[18]	Unannotated	melanogaster	l(2)38EFe
l(2)38EFf	FBgn0025165	l(2)38EFf[19]	Unannotated	melanogaster	l(2)38EFf
l(2)38Eb	FBgn0025163	l(2)38Eb[27] <newline> l(2)38Eb[51] <newline> l(2)38Eb[54] <newline> l(2)38Eb[63]	Unannotated	melanogaster	l(2)38Eb
l(2)39ADa	FBgn0016863	l(2)39ADa[B819]	Unannotated	melanogaster	l(2)39ADa
l(2)39ADb	FBgn0016864	l(2)39ADb[D362] <newline> l(2)39ADb[J50]	Unannotated	melanogaster	l(2)39ADb
l(2)39ADc	FBgn0016865	l(2)39ADc[K490]	Unannotated	melanogaster	l(2)39ADc
l(2)39ADd	FBgn0016866	l(2)39ADd[H221]	Unannotated	melanogaster	l(2)39ADd
l(2)39ADe	FBgn0016867	l(2)39ADe[N6]	Unannotated	melanogaster	l(2)39ADe
l(2)39Aa	FBgn0016868	l(2)39Aa[A59] <newline> l(2)39Aa[C738] <newline> l(2)39Aa[M552]	Unannotated	melanogaster	l(2)39Aa
l(2)39Ad	FBgn0016871	l(2)39Ad[B213] <newline> l(2)39Ad[K81] <newline> l(2)39Ad[L490] <newline> l(2)39Ad[N384]	Unannotated	melanogaster	l(2)39Ad
l(2)39Ah	FBgn0016875	l(2)39Ah[I243]	Unannotated	melanogaster	l(2)39Ah
l(2)39CDa	FBgn0027195	l(2)39CDa[4351]	Unannotated	melanogaster	l(2)39CDa
l(2)39DEa	FBgn0016876	l(2)39DEa[A447]	Unannotated	melanogaster	l(2)39DEa
l(2)39DEb	FBgn0016877	l(2)39DEb[C87]	Unannotated	melanogaster	l(2)39DEb
l(2)39DEc	FBgn0016878	l(2)39DEc[D490]	Unannotated	melanogaster	l(2)39DEc
l(2)39DEd	FBgn0016879	l(2)39DEd[H173]	Unannotated	melanogaster	l(2)39DEd
l(2)39DEe	FBgn0016880	l(2)39DEe[C704]	Unannotated	melanogaster	l(2)39DEe
l(2)39DEf	FBgn0016881	l(2)39DEf[I4]	Unannotated	melanogaster	l(2)39DEf
l(2)39DEg	FBgn0016882	l(2)39DEg[K213]	Unannotated	melanogaster	l(2)39DEg
l(2)39DEh	FBgn0016883	l(2)39DEh[D95]	Unannotated	melanogaster	l(2)39DEh
l(2)39DEi	FBgn0016884	l(2)39DEi[D241]	Unannotated	melanogaster	l(2)39DEi
l(2)39DEj	FBgn0016885	l(2)39DEj[D244]	Unannotated	melanogaster	l(2)39DEj
l(2)39DEk	FBgn0016886	l(2)39DEk[D282]	Unannotated	melanogaster	l(2)39DEk
l(2)39DEl	FBgn0016887	l(2)39DEl[K234]	Unannotated	melanogaster	l(2)39DEl
l(2)39DEm	FBgn0016888	l(2)39DEm[K236]	Unannotated	melanogaster	l(2)39DEm
l(2)39DEn	FBgn0016889	l(2)39DEn[L110]	Unannotated	melanogaster	l(2)39DEn
l(2)39DEo	FBgn0016890	l(2)39DEo[L138]	Unannotated	melanogaster	l(2)39DEo
l(2)39DEp	FBgn0020292	l(2)39DEp[I259]	Unannotated	melanogaster	l(2)39DEp
l(2)39Ea	FBgn0024218	l(2)39Ea[01528]	Unannotated	melanogaster	l(2)39Ea
l(2)39a	FBgn0005137	l(2)39a[1]	Unannotated	melanogaster	l(2)39a
l(2)3A2	FBgn0026653	l(2)3A2[3A2]	Unannotated	melanogaster	l(2)3A2
l(2)4-3A	FBgn0023433	l(2)4-3A[4-3A]	Unannotated	melanogaster	l(2)4-3A
l(2)40Aa	FBgn0015960	l(2)40Aa[A(2)3-5]	Unannotated	melanogaster	l(2)40Aa
l(2)40Fa	FBgn0002057	l(2)40Fa[1] <newline> l(2)40Fa[2]	Unannotated	melanogaster	l(2)40Fa
l(2)40Fc	FBgn0002058	l(2)40Fc[1] <newline> l(2)40Fc[2] <newline> l(2)40Fc[3]	Unannotated	melanogaster	l(2)40Fc
l(2)40Fd	FBgn0002059	l(2)40Fd[1] <newline> l(2)40Fd[10] <newline> l(2)40Fd[11] <newline> l(2)40Fd[12] <newline> l(2)40Fd[13] <newline> l(2)40Fd[14] <newline> l(2)40Fd[2] <newline> l(2)40Fd[3] <newline> l(2)40Fd[4] <newline> l(2)40Fd[5] <newline> l(2)40Fd[6] <newline> l(2)40Fd[7] <newline> l(2)40Fd[8] <newline> l(2)40Fd[9]	Unannotated	melanogaster	l(2)40Fd
l(2)40Fe	FBgn0002060	l(2)40Fe[1] <newline> l(2)40Fe[IR31] <newline> l(2)40Fe[IR34]	Unannotated	melanogaster	l(2)40Fe
l(2)40Ff	FBgn0002061	l(2)40Ff[1] <newline> l(2)40Ff[2] <newline> l(2)40Ff[3] <newline> l(2)40Ff[4] <newline> l(2)40Ff[IR32]	Unannotated	melanogaster	l(2)40Ff
l(2)40Fg	FBgn0002062	l(2)40Fg[1] <newline> l(2)40Fg[2] <newline> l(2)40Fg[IR11] <newline> l(2)40Fg[IR20]	Unannotated	melanogaster	l(2)40Fg
l(2)41Ab	FBgn0262123	l(2)41Ab[1] <newline> l(2)41Ab[3] <newline> l(2)41Ab[2] <newline> l(2)41Ab[4] <newline> l(2)41Ab[KV00158] <newline> l(2)41Ab[KV00249] <newline> l(2)41Ab[KV00376]	Current	melanogaster	l(2)41Ab
l(2)41Ae	FBgn0004660	l(2)41Ae[10] <newline> l(2)41Ae[11] <newline> l(2)41Ae[12] <newline> l(2)41Ae[13] <newline> l(2)41Ae[14] <newline> l(2)41Ae[15] <newline> l(2)41Ae[16] <newline> l(2)41Ae[17] <newline> l(2)41Ae[18] <newline> l(2)41Ae[19] <newline> l(2)41Ae[20] <newline> l(2)41Ae[22] <newline> l(2)41Ae[24] <newline> l(2)41Ae[26] <newline> l(2)41Ae[27] <newline> l(2)41Ae[29] <newline> l(2)41Ae[3] <newline> l(2)41Ae[30] <newline> l(2)41Ae[31] <newline> l(2)41Ae[32] <newline> l(2)41Ae[33] <newline> l(2)41Ae[34] <newline> l(2)41Ae[34-4] <newline> l(2)41Ae[35] <newline> l(2)41Ae[36] <newline> l(2)41Ae[37] <newline> l(2)41Ae[38] <newline> l(2)41Ae[39] <newline> l(2)41Ae[394] <newline> l(2)41Ae[4] <newline> l(2)41Ae[40] <newline> l(2)41Ae[5] <newline> l(2)41Ae[8] <newline> l(2)41Ae[9] <newline> l(2)41Ae[IR14] <newline> l(2)41Ae[IR25] <newline> l(2)41Ae[IR26]	Unannotated	melanogaster	l(2)41Ae
l(2)42Aa	FBgn0043042	l(2)42Aa[1C2] <newline> l(2)42Aa[5-6]	Unannotated	melanogaster	l(2)42Aa
l(2)42Ab	FBgn0043041	l(2)42Ab[1CC] <newline> l(2)42Ab[7-4]	Unannotated	melanogaster	l(2)42Ab
l(2)42Ac	FBgn0083084	l(2)42Ac[8-1]	Unannotated	melanogaster	l(2)42Ac
l(2)42Ba	FBgn0043040	l(2)42Ba[pk81i]	Unannotated	melanogaster	l(2)42Ba
l(2)42Bb	FBgn0019701	l(2)42Bb[6G1]	Unannotated	melanogaster	l(2)42Bb
l(2)42Bc	FBgn0019702	l(2)42Bc[1B2] <newline> l(2)42Bc[5CC1]	Unannotated	melanogaster	l(2)42Bc
l(2)42Bd	FBgn0019704	l(2)42Bd[4LL1]	Unannotated	melanogaster	l(2)42Bd
l(2)42Be	FBgn0043039	l(2)42Be[1DC]	Unannotated	melanogaster	l(2)42Be
l(2)42Bf	FBgn0043038	l(2)42Bf[1A13]	Unannotated	melanogaster	l(2)42Bf
l(2)42Bg	FBgn0043037	l(2)42Bg[1DA]	Unannotated	melanogaster	l(2)42Bg
l(2)42Bh	FBgn0043036	l(2)42Bh[2CA]	Unannotated	melanogaster	l(2)42Bh
l(2)42Bi	FBgn0043035	l(2)42Bi[1D18]	Unannotated	melanogaster	l(2)42Bi
l(2)42Ca	FBgn0043034	l(2)42Ca[2A3]	Unannotated	melanogaster	l(2)42Ca
l(2)42Cb	FBgn0043033	l(2)42Cb[1C4]	Unannotated	melanogaster	l(2)42Cb
l(2)42Cc	FBgn0043032	l(2)42Cc[1AB]	Unannotated	melanogaster	l(2)42Cc
l(2)42Cd	FBgn0043031	l(2)42Cd[447]	Unannotated	melanogaster	l(2)42Cd
l(2)42Da	FBgn0043030	l(2)42Da[1DE]	Unannotated	melanogaster	l(2)42Da
l(2)42Ea	FBgn0043029	l(2)42Ea[1BH]	Unannotated	melanogaster	l(2)42Ea
l(2)42Eb	FBgn0043028	l(2)42Eb[pk-sple-22]	Unannotated	melanogaster	l(2)42Eb
l(2)42Ec	FBgn0043027	l(2)42Ec[1DP]	Unannotated	melanogaster	l(2)42Ec
l(2)42Fa	FBgn0043026	l(2)42Fa[1A10]	Unannotated	melanogaster	l(2)42Fa
