#SUBMITTED ID	FBID_KEY	CLASSICAL_ALLELES	GENE_MODEL_STATUS	SPECIES	SYMBOL
CG3777	FBgn0024989	CG3777[EY02744] <newline> CG3777[EY04745] <newline> CG3777[EY13100] <newline> CG3777[d00068] <newline> CG3777[d02702] <newline> CG3777[d04724] <newline> CG3777[e02327] <newline> CG3777[e02438] <newline> CG3777[e02440] <newline> CG3777[f05779] <newline> CG3777[f06491] <newline> CG3777[f07785] <newline> CG3777[MB01802] <newline> CG3777[MB02761] <newline> CG3777[MI01238] <newline> CG3777[CPTI001997] <newline> CG3777[MI12480] <newline> CG3777[MI08299] <newline> CG3777[MI08999] <newline> CG3777[BG00332] <newline> CG3777[NP0973] <newline> CG3777[NP2119] <newline> CG3777[NP3544] <newline> CG3777[NP6053] <newline> CG3777[NP7201] <newline> CG3777[NP7251] <newline> CG3777[GG01351] <newline> CG3777[GG01384] <newline> CG3777[GG01642] <newline> CG3777[GG01827] <newline> CG3777[UM-8290-3] <newline> CG3777[KG04943] <newline> CG3777[d02280] <newline> CG3777[MI11071] <newline> CG3777[MI15214]	Current	melanogaster	CG3777
CG3781	FBgn0029853	-	Current	melanogaster	CG3781
CG3788	FBgn0034800	CG3788[f04583] <newline> CG3788[f06565]	Current	melanogaster	CG3788
CG3790	FBgn0033778	CG3790[e02978] <newline> CG3790[1]	Current	melanogaster	CG3790
CG3792	FBgn0031662	CG3792[d02169]	Current	melanogaster	CG3792
CG3793	FBgn0028507	CG3793[G5977] <newline> CG3793[f03871]	Current	melanogaster	CG3793
CG3795	FBgn0025378	-	Current	melanogaster	CG3795
CG3803	FBgn0034938	CG3803[f04773] <newline> CG3803[c00529]	Current	melanogaster	CG3803
CG3808	FBgn0036838	CG3808[e00337] <newline> CG3808[e01791] <newline> CG3808[f04971]	Current	melanogaster	CG3808
CG3809	FBgn0037995	-	Current	melanogaster	CG3809
CG3812	FBgn0030421	CG3812[GG01218] <newline> CG3812[e03305] <newline> CG3812[e04307] <newline> CG3812[f04463] <newline> CG3812[MI09991] <newline> CG3812[f01419]	Current	melanogaster	CG3812
CG3817	FBgn0038275	-	Current	melanogaster	CG3817
CG3819	FBgn0036833	-	Current	melanogaster	CG3819
CG3822	FBgn0038837	CG3822[f03502] <newline> CG3822[MB01010]	Current	melanogaster	CG3822
CG3823	FBgn0029863	CG3823[KG09752]	Current	melanogaster	CG3823
CG3829	FBgn0035091	CG3829[G8378]	Current	melanogaster	CG3829
CG3831	FBgn0034804	CG3831[e04620] <newline> CG3831[EY21163] <newline> CG3831[MB08020] <newline> CG3831[d01325]	Current	melanogaster	CG3831
CG3838	FBgn0032130	CG3838[KG00824] <newline> CG3838[c02372] <newline> CG3838[f04347] <newline> CG3838[KG08461] <newline> CG3838[G18268] <newline> CG3838[C812] <newline> CG3838[5-HA-1721] <newline> CG3838[MI05456] <newline> CG3838[1233-G4]	Current	melanogaster	CG3838
CG3841	FBgn0032131	-	Current	melanogaster	CG3841
CG3842	FBgn0029866	CG3842[d01821] <newline> CG3842[e03644] <newline> CG3842[f01235] <newline> CG3842[0952-G4]	Current	melanogaster	CG3842
CG3857	FBgn0023520	CG3857[A] <newline> CG3857[227Y] <newline> CG3857[NP1024] <newline> CG3857[e03900] <newline> CG3857[NP5073] <newline> CG3857[GG01219] <newline> CG3857[KG09811]	Current	melanogaster	CG3857
CG3862	FBgn0031286	CG3862[EP1242] <newline> CG3862[KG08993]	Current	melanogaster	CG3862
CG3868	FBgn0036422	CG3868[PL00046] <newline> CG3868[f00601]	Current	melanogaster	CG3868
CG3880	FBgn0035057	-	Current	melanogaster	CG3880
CG3894	FBgn0035059	CG3894[iso-1]	Current	melanogaster	CG3894
CG3906	FBgn0034871	-	Current	melanogaster	CG3906
CG3907	FBgn0034958	-	Current	melanogaster	CG3907
CG3909	FBgn0027524	CG3909[UY1783]	Current	melanogaster	CG3909
CG3916	FBgn0038003	-	Current	melanogaster	CG3916
CG3918	FBgn0029873	CG3918[d02940]	Current	melanogaster	CG3918
CG3919	FBgn0036423	CG3919[EY00986] <newline> CG3919[e04457] <newline> CG3919[0022-G4]	Current	melanogaster	CG3919
CG3927	FBgn0034739	CG3927[f02055] <newline> CG3927[null] <newline> CG3927[KG07486] <newline> CG3927[EP2559]	Current	melanogaster	CG3927
CG3939	FBgn0040396	CG3939[CA07562] <newline> CG3939[EP1535] <newline> CG3939[e02412] <newline> CG3939[f01399] <newline> CG3939[NP7145]	Current	melanogaster	CG3939
CG3940	FBgn0037788	CG3940[c01866] <newline> CG3940[d06973] <newline> CG3940[MB01088] <newline> CG3940[1326-G4]	Current	melanogaster	CG3940
CG3942	FBgn0038008	-	Current	melanogaster	CG3942
CG3955	FBgn0033793	CG3955[MI02535]	Current	melanogaster	CG3955
CG3961	FBgn0036821	CG3961[PL00030] <newline> CG3961[d02623] <newline> CG3961[B518] <newline> CG3961[MI07900] <newline> CG3961[f02652] <newline> CG3961[MI04480] <newline> CG3961[MI15302] <newline> CG3961[0148-G4]	Current	melanogaster	CG3961
CG3964	FBgn0031574	CG3964[BG00933] <newline> CG3964[DG17402]	Current	melanogaster	CG3964
CG3967	FBgn0035989	CG3967[KG05974] <newline> CG3967[c02993] <newline> CG3967[d11747] <newline> CG3967[f01915] <newline> CG3967[12.222] <newline> CG3967[DG07706] <newline> CG3967[MI10200] <newline> CG3967[NP1296] <newline> CG3967[NP6536] <newline> CG3967[d02784]	Current	melanogaster	CG3967
CG3984	FBgn0038291	CG3984[MB00918]	Current	melanogaster	CG3984
CG3987	FBgn0038292	CG3987[e03703]	Current	melanogaster	CG3987
CG3995	FBgn0038472	CG3995[EY03827] <newline> CG3995[d05488] <newline> CG3995[LL03178]	Current	melanogaster	CG3995
CG3999	FBgn0037801	CG3999[MI14290-TG4.0] <newline> CG3999[MI14290]	Current	melanogaster	CG3999
CG4000	FBgn0038820	CG4000[e02742]	Current	melanogaster	CG4000
CG4004	FBgn0030418	CG4004[BG00856] <newline> CG4004[BG01793] <newline> CG4004[d03973] <newline> CG4004[e01710] <newline> CG4004[e02561] <newline> CG4004[e03901] <newline> CG4004[CPTI003117] <newline> CG4004[e03884]	Current	melanogaster	CG4004
CG4009	FBgn0038469	-	Current	melanogaster	CG4009
CG4017	FBgn0032143	-	Current	melanogaster	CG4017
CG4020	FBgn0029821	CG4020[G17837]	Current	melanogaster	CG4020
CG4021	FBgn0034659	CG4021[null] <newline> CG4021[MI00306]	Current	melanogaster	CG4021
CG4022	FBgn0035986	CG4022[c05627] <newline> CG4022[EY21401]	Current	melanogaster	CG4022
CG4025	FBgn0025624	-	Current	melanogaster	CG4025
CG4036	FBgn0032149	CG4036[G2941]	Current	melanogaster	CG4036
CG4038	FBgn0011824	CG4038[CPTI002686] <newline> CG4038[CPTI002287]	Current	melanogaster	CG4038
CG4041	FBgn0029736	-	Current	melanogaster	CG4041
CG4042	FBgn0037018	-	Current	melanogaster	CG4042
CG4045	FBgn0025629	CG4045[G112]	Current	melanogaster	CG4045
CG40485	FBgn0069973	-	Current	melanogaster	CG40485
CG40486	FBgn0263830	-	Current	melanogaster	CG40486
CG4049	FBgn0034976	CG4049[f01495] <newline> CG4049[MI15316]	Current	melanogaster	CG4049
CG4050	FBgn0020312	CG4050[c03307] <newline> CG4050[G3330]	Current	melanogaster	CG4050
CG4053	FBgn0038482	CG4053[MB01609]	Current	melanogaster	CG4053
CG4066	FBgn0038011	-	Current	melanogaster	CG4066
CG4069	FBgn0036301	CG4069[MB03548]	Current	melanogaster	CG4069
CG4073	FBgn0037827	CG4073[MI09998]	Current	melanogaster	CG4073
CG4074	FBgn0037017	CG4074[f06797]	Current	melanogaster	CG4074
CG4078	FBgn0029798	CG4078[B]	Current	melanogaster	CG4078
CG4080	FBgn0035983	CG4080[MB11450] <newline> CG4080[EY01375] <newline> CG4080[KG08382] <newline> CG4080[d09123]	Current	melanogaster	CG4080
CG4089	FBgn0037838	CG4089[KG04456] <newline> CG4089[c04500] <newline> CG4089[f00290]	Current	melanogaster	CG4089
CG4095	FBgn0029890	CG4095[9]	Current	melanogaster	CG4095
CG4096	FBgn0029791	CG4096[EY02397]	Current	melanogaster	CG4096
CG4098	FBgn0036648	CG4098[G6658] <newline> CG4098[NP2521] <newline> CG4098[KG03603a]	Current	melanogaster	CG4098
CG4101	FBgn0025558	CG4101[MI14482]	Current	melanogaster	CG4101
CG41099	FBgn0039955	CG41099[MI09318]	Current	melanogaster	CG41099
CG4115	FBgn0038017	CG4115[c05379]	Current	melanogaster	CG4115
CG4116	FBgn0029649	-	Current	melanogaster	CG4116
CG4119	FBgn0028474	CG4119[GS7456]	Current	melanogaster	CG4119
CG4133	FBgn0031257	-	Current	melanogaster	CG4133
CG4151	FBgn0029770	-	Current	melanogaster	CG4151
CG4159	FBgn0038811	-	Current	melanogaster	CG4159
CG4161	FBgn0028892	-	Current	melanogaster	CG4161
CG4186	FBgn0040634	-	Current	melanogaster	CG4186
CG4198	FBgn0029753	CG4198[HP25609]	Current	melanogaster	CG4198
CG4199	FBgn0025628	CG4199[e04396] <newline> CG4199[HP10306] <newline> CG4199[G1084]	Current	melanogaster	CG4199
CG4210	FBgn0038302	-	Current	melanogaster	CG4210
CG4213	FBgn0031251	CG4213[EY12706]	Current	melanogaster	CG4213
CG42232	FBgn0250754	CG42232[KG06228] <newline> CG42232[5-SZ-3232] <newline> CG42232[c03190] <newline> CG42232[e01479]	Current	melanogaster	CG42232
CG42233	FBgn0250755	CG42233[c05514] <newline> CG42233[G19846]	Current	melanogaster	CG42233
CG42235	FBgn0250757	CG42235[MI06596] <newline> CG42235[f00513] <newline> CG42235[DP01425] <newline> CG42235[MB06284] <newline> CG42235[MI05542] <newline> CG42235[MI03404] <newline> CG42235[KCM] <newline> CG42235[MI14808] <newline> CG42235[MI05542-GFSTF.0] <newline> CG42235[MI03404-GFSTF.0-X]	Current	melanogaster	CG42235
CG42237	FBgn0250862	CG42237[A] <newline> CG42237[GG01395]	Current	melanogaster	CG42237
CG42238	FBgn0250867	CG42238[MI00846] <newline> CG42238[MI03316] <newline> CG42238[MI03950] <newline> CG42238[DG04612] <newline> CG42238[KG04322] <newline> CG42238[A428] <newline> CG42238[e00142] <newline> CG42238[e02639b] <newline> CG42238[e02934] <newline> CG42238[f01487] <newline> CG42238[EY01654] <newline> CG42238[EY06338] <newline> CG42238[KG05441] <newline> CG42238[MI12814] <newline> CG42238[MI10865] <newline> CG42238[0841-G4]	Current	melanogaster	CG42238
CG42249	FBgn0259101	CG42249[MI10226] <newline> CG42249[e03318]	Current	melanogaster	CG42249
CG42255	FBgn0259140	CG42255[e03569] <newline> CG42255[f00578] <newline> CG42255[CPTI100038] <newline> CG42255[MI14129] <newline> CG42255[0245-G4]	Current	melanogaster	CG42255
CG42258	FBgn0259143	CG42258[PG22] <newline> CG42258[PG32] <newline> CG42258[e03286] <newline> CG42258[e03315] <newline> CG42258[G00035] <newline> CG42258[MB01846] <newline> CG42258[e04368] <newline> CG42258[G17571] <newline> CG42258[CPTI003923] <newline> CG42258[KG02704] <newline> CG42258[EY12273] <newline> CG42258[NP0781] <newline> CG42258[NP3322] <newline> CG42258[NP4029] <newline> CG42258[GG01407] <newline> CG42258[CB04063] <newline> CG42258[d01896] <newline> CG42258[MI14339]	Current	melanogaster	CG42258
CG42260	FBgn0259145	CG42260[MB01964] <newline> CG42260[f00046] <newline> CG42260[MB01043] <newline> CG42260[MB00428] <newline> CG42260[MI00774] <newline> CG42260[MI00999] <newline> CG42260[MI01104] <newline> CG42260[f00464] <newline> CG42260[f04574] <newline> CG42260[f04575b] <newline> CG42260[MI00999-TG4.1]	Current	melanogaster	CG42260
CG42264	FBgn0259149	-	Current	melanogaster	CG42264
CG42265	FBgn0259150	CG42265[MI11356]	Current	melanogaster	CG42265
CG42266	FBgn0259151	CG42266[MI03507] <newline> CG42266[MB00038]	Current	melanogaster	CG42266
CG42268	FBgn0259163	CG42268[MI03408] <newline> CG42268[MI01866] <newline> CG42268[GX1042] <newline> CG42268[f06738] <newline> CG42268[f05273] <newline> CG42268[MB01328] <newline> CG42268[MB01816] <newline> CG42268[MI06393] <newline> CG42268[c00365] <newline> CG42268[PL00467] <newline> CG42268[c00353] <newline> CG42268[MI15054]	Current	melanogaster	CG42268
CG42269	FBgn0259164	CG42269[MI00708] <newline> CG42269[f05070]	Current	melanogaster	CG42269
CG42271	FBgn0259166	CG42271[MI13828] <newline> CG42271[e02366]	Current	melanogaster	CG42271
CG42272	FBgn0259167	CG42272[HP35027]	Current	melanogaster	CG42272
CG42284	FBgn0259179	CG42284[MB12120]	Current	melanogaster	CG42284
CG42288	FBgn0259184	-	Current	melanogaster	CG42288
CG42296	FBgn0259192	-	Current	melanogaster	CG42296
CG42299	FBgn0259195	-	Current	melanogaster	CG42299
CG4229	FBgn0036639	-	Current	melanogaster	CG4229
CG42300	FBgn0259196	CG42300[EY01792] <newline> CG42300[f06338]	Current	melanogaster	CG42300
CG4230	FBgn0031683	CG4230[MB03224] <newline> CG4230[NP4706] <newline> CG4230[NP7381]	Current	melanogaster	CG4230
CG42313	FBgn0259213	CG42313[MI07122] <newline> CG42313[MI01023] <newline> CG42313[MB08581] <newline> CG42313[f06854]	Current	melanogaster	CG42313
CG42319	FBgn0259219	-	Current	melanogaster	CG42319
CG42321	FBgn0259221	CG42321[25cn1] <newline> CG42321[MI01815] <newline> CG42321[MI08838] <newline> CG42321[EP2268] <newline> CG42321[c01376] <newline> CG42321[e00883] <newline> CG42321[e02582] <newline> CG42321[e02894] <newline> CG42321[e04701] <newline> CG42321[f00176] <newline> CG42321[MB00733] <newline> CG42321[HP26676] <newline> CG42321[MB05800] <newline> CG42321[MI06777] <newline> CG42321[KG03082] <newline> CG42321[KG05950] <newline> CG42321[MI08838-GFSTF.2] <newline> CG42321[MI01815-GFSTF.1] <newline> CG42321[MI06777-GFSTF.1]	Current	melanogaster	CG42321
CG42322	FBgn0259222	CG42322[MI12664] <newline> CG42322[EY05207] <newline> CG42322[f04662] <newline> CG42322[MI02685] <newline> CG42322[MI12043]	Current	melanogaster	CG42322
CG42323	FBgn0259223	CG42323[e03433]	Current	melanogaster	CG42323
CG42324	FBgn0259224	CG42324[MB06933] <newline> CG42324[MI08468] <newline> CG42324[MI10417] <newline> CG42324[PL00540] <newline> CG42324[MI00741] <newline> CG42324[MI14228] <newline> CG42324[MI12258] <newline> CG42324[MI08468-GFSTF.1]	Current	melanogaster	CG42324
CG42326	FBgn0259226	CG42326[MI06444] <newline> CG42326[M11]	Current	melanogaster	CG42326
CG42327	FBgn0259227	CG42327[KG05924] <newline> CG42327[d05705] <newline> CG42327[NP1291] <newline> CG42327[5-HA-2388] <newline> CG42327[5-HA-2884] <newline> CG42327[MI15254]	Current	melanogaster	CG42327
CG42329	FBgn0259229	CG42329[c05647] <newline> CG42329[MI05441] <newline> CG42329[MB01946]	Current	melanogaster	CG42329
CG42331	FBgn0259233	CG42331[MI13582] <newline> CG42331[MI15332]	Current	melanogaster	CG42331
CG42335	FBgn0259237	CG42335[MI07208] <newline> CG42335[iso-1] <newline> CG42335[c00239] <newline> CG42335[MB04630]	Current	melanogaster	CG42335
CG42336	FBgn0259238	CG42336[EP1146] <newline> CG42336[DG03405] <newline> CG42336[EY04897]	Current	melanogaster	CG42336
CG42337	FBgn0259239	-	Current	melanogaster	CG42337
CG42340	FBgn0259242	CG42340[f00393] <newline> CG42340[f02918] <newline> CG42340[f03671] <newline> CG42340[MI15187]	Current	melanogaster	CG42340
CG42342	FBgn0259244	CG42342[MI00948] <newline> CG42342[MI01514] <newline> CG42342[CPTI000033] <newline> CG42342[c01692] <newline> CG42342[CB-6489-3] <newline> CG42342[c00834] <newline> CG42342[c00993] <newline> CG42342[c01642] <newline> CG42342[c03488] <newline> CG42342[e03117] <newline> CG42342[e03466] <newline> CG42342[e03572] <newline> CG42342[e04033] <newline> CG42342[f01026] <newline> CG42342[f01122] <newline> CG42342[f01777] <newline> CG42342[f04989] <newline> CG42342[MI00081] <newline> CG42342[MI05637] <newline> CG42342[MI03361]	Current	melanogaster	CG42342
CG42346	FBgn0259677	CG42346[f04445] <newline> CG42346[BG01196]	Current	melanogaster	CG42346
CG42353	FBgn0259699	CG42353[EY05074] <newline> CG42353[KG01000] <newline> CG42353[e00615] <newline> CG42353[f06480] <newline> CG42353[GS1079] <newline> CG42353[NP6088] <newline> CG42353[e04334] <newline> CG42353[MI02514]	Current	melanogaster	CG42353
CG42355	FBgn0259701	-	Current	melanogaster	CG42355
CG42360	FBgn0259742	CG42360[e00511] <newline> CG42360[MI12858]	Current	melanogaster	CG42360
CG42361	FBgn0259707	CG42361[e00511]	Current	melanogaster	CG42361
CG42367	FBgn0259713	CG42367[e00164]	Current	melanogaster	CG42367
CG42369	FBgn0259715	-	Current	melanogaster	CG42369
CG42370	FBgn0259716	-	Current	melanogaster	CG42370
CG42382	FBgn0259728	CG42382[G18927]	Current	melanogaster	CG42382
CG42383	FBgn0259729	-	Current	melanogaster	CG42383
CG4238	FBgn0031384	CG4238[MI13092] <newline> CG4238[KG04649] <newline> CG4238[f06646]	Current	melanogaster	CG4238
CG42390	FBgn0259736	CG42390[GS7187] <newline> CG42390[MI03272]	Current	melanogaster	CG42390
CG42399	FBgn0259818	CG42399[MB11288] <newline> CG42399[KG05270] <newline> CG42399[c03984] <newline> CG42399[e02231] <newline> CG42399[e03793] <newline> CG42399[f04865] <newline> CG42399[MI09284] <newline> CG42399[MI09284-GFSTF.2]	Current	melanogaster	CG42399
CG4239	FBgn0030745	CG4239[EY01983]	Current	melanogaster	CG4239
CG42402	FBgn0259821	CG42402[MI06807]	Current	melanogaster	CG42402
CG42404	FBgn0259823	-	Current	melanogaster	CG42404
CG42445	FBgn0259916	CG42445[EY11540]	Current	melanogaster	CG42445
CG42449	FBgn0259926	CG42449[G17331]	Current	melanogaster	CG42449
CG42450	FBgn0259927	CG42450[GS5109] <newline> CG42450[MI09923]	Current	melanogaster	CG42450
CG42458	FBgn0259935	CG42458[MI13345] <newline> CG42458[MI06870] <newline> CG42458[MI06870-TG4.1]	Current	melanogaster	CG42458
CG42500	FBgn0260226	-	Current	melanogaster	CG42500
CG4250	FBgn0034761	CG4250[MI04618]	Current	melanogaster	CG4250
CG42514	FBgn0260388	CG42514[DG23510] <newline> CG42514[KG00167] <newline> CG42514[e00547] <newline> CG42514[e01330] <newline> CG42514[MI14337]	Current	melanogaster	CG42514
CG42534	FBgn0260487	CG42534[MB09771]	Current	melanogaster	CG42534
CG42540	FBgn0260657	CG42540[MI02962] <newline> CG42540[f01008] <newline> CG42540[f01687] <newline> CG42540[MB01413] <newline> CG42540[MI03614] <newline> CG42540[MI03826] <newline> CG42540[MI03614-TG4.1]	Current	melanogaster	CG42540
CG42541	FBgn0260658	CG42541[GG01713]	Current	melanogaster	CG42541
CG42542	FBgn0260659	CG42542[EY10895] <newline> CG42542[EY14341] <newline> CG42542[e01290] <newline> CG42542[e03100] <newline> CG42542[f01946]	Current	melanogaster	CG42542
CG42554	FBgn0260756	-	Current	melanogaster	CG42554
CG42556	FBgn0260758	CG42556[0861-G4]	Current	melanogaster	CG42556
CG42562	FBgn0260764	-	Current	melanogaster	CG42562
CG42564	FBgn0260766	-	Current	melanogaster	CG42564
CG42565	FBgn0260767	CG42565[BG02301] <newline> CG42565[5-SZ-4024] <newline> CG42565[k17002]	Current	melanogaster	CG42565
CG42588	FBgn0260965	CG42588[MI07704] <newline> CG42588[MI12623] <newline> CG42588[EY04154] <newline> CG42588[EY15488] <newline> CG42588[f01650] <newline> CG42588[MI13205]	Current	melanogaster	CG42588
CG42594	FBgn0260971	CG42594[KG03323]	Current	melanogaster	CG42594
CG4259	FBgn0031389	-	Current	melanogaster	CG4259
CG42613	FBgn0261262	CG42613[MB10397] <newline> CG42613[MB00263] <newline> CG42613[MI07774]	Current	melanogaster	CG42613
CG42635	FBgn0261358	-	Current	melanogaster	CG42635
CG42663	FBgn0261545	CG42663[GX2970-1] <newline> CG42663[MI04029] <newline> CG42663[MI04029-GFSTF.2]	Current	melanogaster	CG42663
CG42668	FBgn0261550	CG42668[MI02333] <newline> CG42668[MB04427] <newline> CG42668[MI06855] <newline> CG42668[MI02333-TG4.0]	Current	melanogaster	CG42668
CG4266	FBgn0034598	CG4266[EP2258] <newline> CG4266[EY04414] <newline> CG4266[c05426] <newline> CG4266[G7664] <newline> CG4266[c02793] <newline> CG4266[c05464a] <newline> CG4266[SH1128]	Current	melanogaster	CG4266
CG42671	FBgn0261553	CG42671[MI05989] <newline> CG42671[EY00412] <newline> CG42671[c06590] <newline> CG42671[d11426] <newline> CG42671[CB-5811-3] <newline> CG42671[DG19704] <newline> CG42671[BG00805] <newline> CG42671[5-HA-2655] <newline> CG42671[NP4499] <newline> CG42671[d01913]	Current	melanogaster	CG42671
CG42672	FBgn0261554	CG42672[MB05883] <newline> CG42672[e00881] <newline> CG42672[MI07277] <newline> CG42672[MI07277-GFSTF.0] <newline> CG42672[MI07277-TG4.0]	Current	melanogaster	CG42672
CG42673	FBgn0261555	CG42673[C159] <newline> CG42673[f07567] <newline> CG42673[MB04477] <newline> CG42673[e02996] <newline> CG42673[e04063] <newline> CG42673[07] <newline> CG42673[e03545] <newline> CG42673[MI00132] <newline> CG42673[MI02833] <newline> CG42673[1319-G4]	Current	melanogaster	CG42673
CG42674	FBgn0261556	CG42674[c04284] <newline> CG42674[f00650] <newline> CG42674[c05544] <newline> CG42674[KG00413] <newline> CG42674[e01995] <newline> CG42674[c06971] <newline> CG42674[c07018] <newline> CG42674[c01042] <newline> CG42674[c05602] <newline> CG42674[DG23102] <newline> CG42674[c05112] <newline> CG42674[f08097] <newline> CG42674[e00216] <newline> CG42674[MI06792] <newline> CG42674[MI04021] <newline> CG42674[EY10278] <newline> CG42674[MI04330] <newline> CG42674[MI12294] <newline> CG42674[MI15130] <newline> CG42674[MI06792-GFSTF.0] <newline> CG42674[0678-G4] <newline> CG42674[0358-G4]	Current	melanogaster	CG42674
CG42675	FBgn0261561	CG42675[e01961] <newline> CG42675[MI05484]	Current	melanogaster	CG42675
CG4267	FBgn0264979	CG4267[f01528]	Current	melanogaster	CG4267
CG42684	FBgn0261570	CG42684[f05842] <newline> CG42684[KG05436] <newline> CG42684[5-HA-2636] <newline> CG42684[f04504] <newline> CG42684[BG01568a] <newline> CG42684[GG01470] <newline> CG42684[KG01795] <newline> CG42684[KG01288] <newline> CG42684[c01362] <newline> CG42684[GG01604] <newline> CG42684[EY14562] <newline> CG42684[BG02522] <newline> CG42684[d05083] <newline> CG42684[EY12035] <newline> CG42684[c00219] <newline> CG42684[d00162] <newline> CG42684[CA06772] <newline> CG42684[KG02464] <newline> CG42684[GG01552] <newline> CG42684[f07383] <newline> CG42684[d06773] <newline> CG42684[d10298] <newline> CG42684[d10609] <newline> CG42684[d00724] <newline> CG42684[CB-0079-3] <newline> CG42684[CPTI001341] <newline> CG42684[MI14320]	Current	melanogaster	CG42684
CG42685	FBgn0261571	-	Current	melanogaster	CG42685
CG42697	FBgn0261587	CG42697[14.86]	Current	melanogaster	CG42697
CG42699	FBgn0261610	CG42699[BG02427] <newline> CG42699[EP390] <newline> CG42699[d04424] <newline> CG42699[e00457]	Current	melanogaster	CG42699
CG4269	FBgn0034741	CG4269[MB09167] <newline> CG4269[MI00888]	Current	melanogaster	CG4269
CG42709	FBgn0261674	CG42709[MI07056-GFSTF.2] <newline> CG42709[MI07056-TG4.0-X] <newline> CG42709[EP3622] <newline> CG42709[EP3193] <newline> CG42709[EY07351] <newline> CG42709[MI07056] <newline> CG42709[MI07056-GFSTF.0-X]	Current	melanogaster	CG42709
